DATE,SHARE_CODE,ISSUER_NAME,INVESTOR_NAME,TOTAL_HOLDING_SHARES,PERCENTAGE,LOCAL_FOREIGN,INVESTOR_TYPE
27-Feb-2026,POOL,POOL ADVISTA INDONESIA Tbk,Reksa Dana Pan Arcadia Dana Saham Bertumbuh,36.392.200,"1,55",L,MF
27-Feb-2026,POOL,POOL ADVISTA INDONESIA Tbk,PT Artha Sekuritas Indonesia,35.616.800,"1,52",L,SC
27-Feb-2026,POOL,POOL ADVISTA INDONESIA Tbk,GUWANTO,33.080.003,"1,41",L,ID
27-Feb-2026,POOL,POOL ADVISTA INDONESIA Tbk,PT INDO HARVEST SEKURITAS,23.500.000,"1,00",L,SC
27-Feb-2026,PORT,NUSANTARA PELABUHAN HANDAL Tbk,CHINA MERCHANTS INTERNATIONAL PORT-INTEGRATED DEVELOPMENT (HONG KONG) COMPANY LIMITED,1.435.110.412,"51,00",A,CP
27-Feb-2026,PORT,NUSANTARA PELABUHAN HANDAL Tbk,"EPISENTA UTAMA INVESTASI, PT",679.587.615,"24,15",L,CP
27-Feb-2026,PORT,NUSANTARA PELABUHAN HANDAL Tbk,"PRIMA PERMATA CAKRAWALA, PT",153.008.758,"5,44",L,CP
27-Feb-2026,PORT,NUSANTARA PELABUHAN HANDAL Tbk,WATERBAY INVESTMENT LIMITED,140.415.700,"4,99",A,CP
27-Feb-2026,PORT,NUSANTARA PELABUHAN HANDAL Tbk,BONHAM NOMINEES PTE LTD,140.134.300,"4,98",A,CP
27-Feb-2026,PORT,NUSANTARA PELABUHAN HANDAL Tbk,UOB KAY HIAN PRIVATE LIMITED,140.275.000,"4,98",A,SC
27-Feb-2026,PORT,NUSANTARA PELABUHAN HANDAL Tbk,HEDLAND HOLDINGS LIMITED,113.824.000,"4,05",A,CP
27-Feb-2026,POSA,BLISS PROPERTI INDONESIA Tbk,"BINTANG BAJA HITAM, PT",5.683.860.000,"67,75",L,CP
27-Feb-2026,POSA,BLISS PROPERTI INDONESIA Tbk,PT Shinhan Sekuritas Indonesia,997.616.000,"11,89",L,SC
27-Feb-2026,POSA,BLISS PROPERTI INDONESIA Tbk,REKSA DANA EMCO GROWTH FUND,209.552.500,"2,50",L,MF
27-Feb-2026,POSA,BLISS PROPERTI INDONESIA Tbk,"BANK DANAMON INDONESIA Tbk, PT - REGISTRAR",169.747.940,"2,02",L,IB
27-Feb-2026,POSA,BLISS PROPERTI INDONESIA Tbk,REKSA DANA EMCO MANTAP,144.875.200,"1,73",L,MF
27-Feb-2026,POSA,BLISS PROPERTI INDONESIA Tbk,REKSA DANA SAHAM EMCO PESONA,143.014.600,"1,70",L,MF
27-Feb-2026,POSA,BLISS PROPERTI INDONESIA Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,109.824.293,"1,31",L,IS
27-Feb-2026,POWR,CIKARANG LISTRINDO Tbk,PT. UDINDA WAHANATAMA,4.903.778.030,"30,48",L,CP
27-Feb-2026,POWR,CIKARANG LISTRINDO Tbk,PT. PENTAKENCANA PAKARPERDANA,4.285.064.945,"26,64",L,CP
27-Feb-2026,POWR,CIKARANG LISTRINDO Tbk,"BRASALI INDUSTRI PRATAMA, PT",4.285.134.845,"26,64",L,CP
27-Feb-2026,POWR,CIKARANG LISTRINDO Tbk,PT TEKNIKO INDONESIA,376.801.000,"2,34",L,CP
27-Feb-2026,POWR,CIKARANG LISTRINDO Tbk,FIDELITY FUNDS,366.738.200,"2,28",A,MF
27-Feb-2026,POWR,CIKARANG LISTRINDO Tbk,PT CIKARANG LISTRINDO TBK,235.656.900,"1,46",L,CP
27-Feb-2026,POWR,CIKARANG LISTRINDO Tbk,PNG EWE CHAI,174.386.780,"1,08",L,ID
27-Feb-2026,PPGL,PRIMA GLOBALINDO LOGISTIK Tbk,DARMAWAN SURYADI SM,409.637.667,"53,12",L,ID
27-Feb-2026,PPGL,PRIMA GLOBALINDO LOGISTIK Tbk,JAP ASTRID PATRICIA,175.818.833,"22,80",L,ID
27-Feb-2026,PPGL,PRIMA GLOBALINDO LOGISTIK Tbk,SURYAWARNI SURLI,27.270.800,"3,54",L,ID
27-Feb-2026,PPGL,PRIMA GLOBALINDO LOGISTIK Tbk,WILLIAM FEBRIAN ADIANTO,16.988.100,"2,20",L,ID
27-Feb-2026,PPGL,PRIMA GLOBALINDO LOGISTIK Tbk,SINYO KALANGI,10.320.000,"1,34",L,ID
27-Feb-2026,PPGL,PRIMA GLOBALINDO LOGISTIK Tbk,SURYA JAYA,10.000.000,"1,30",L,ID
27-Feb-2026,PPRE,PP PRESISI Tbk,PT.PEMBANGUNAN PERUMAHAN(PERSERO) TBK,7.871.480.000,"76,99",L,CP
27-Feb-2026,PPRE,PP PRESISI Tbk,KARYAWAN PEMEGANG SAHAM PT.PEMBANGUNAN (KKPSPP),448.582.685,"4,39",L,OT
27-Feb-2026,PPRE,PP PRESISI Tbk,TERRA NOVA HIDDEN GEMS FUND LP,222.578.600,"2,18",A,MF
27-Feb-2026,PPRE,PP PRESISI Tbk,PT TASPEN (PERSERO),217.755.500,"2,13",L,IS
27-Feb-2026,PPRE,PP PRESISI Tbk,YAYASAN KESEJAHTERAAN KARYAWAN PEMBANGUNAN PERUMAHAN,156.259.832,"1,53",L,FD
27-Feb-2026,PPRE,PP PRESISI Tbk,RUDOLFUS PRIBADI AGUNG S,106.163.100,"1,04",L,ID
27-Feb-2026,PPRI,PAPEROCKS INDONESIA Tbk,PHILIP SUMALI,280.000.000,"26,05",L,ID
27-Feb-2026,PPRI,PAPEROCKS INDONESIA Tbk,DILLON SUTANDAR,215.000.000,"20,00",L,ID
27-Feb-2026,PPRI,PAPEROCKS INDONESIA Tbk,IRSYAD HANIF,174.806.200,"16,26",L,ID
27-Feb-2026,PPRI,PAPEROCKS INDONESIA Tbk,BUDI ADITYA ERNA MULYANTO,147.171.500,"13,69",L,ID
27-Feb-2026,PPRI,PAPEROCKS INDONESIA Tbk,SANDI SANTOSO,12.648.000,"1,18",L,ID
27-Feb-2026,PPRO,PP Properti Tbk,PT PP PERSERO TBK,40.063.119.098,"64,96",,
27-Feb-2026,PPRO,PP Properti Tbk,PT. ASURANSI JIWA IFG,5.474.883.907,"8,88",L,IS
27-Feb-2026,PPRO,PP Properti Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,3.346.819.399,"5,43",L,IS
27-Feb-2026,PPRO,PP Properti Tbk,JUNI SETIAWATI WONOWIDJOJO,966.835.700,"1,57",L,ID
27-Feb-2026,PPRO,PP Properti Tbk,PT YULIE SEKURITAS INDONESIA TBK,668.641.300,"1,08",L,SC
27-Feb-2026,PRAY,FAMON AWAL BROS SEDAYA Tbk,PT. FAMON OBOR MAJU,6.487.215.267,"46,47",L,CP
27-Feb-2026,PRAY,FAMON AWAL BROS SEDAYA Tbk,ARCHIPELAGO INVESTMENT PTE LTD,3.789.358.400,"27,15",A,CP
27-Feb-2026,PRAY,FAMON AWAL BROS SEDAYA Tbk,PT AWAL BROS CITRA BATAM,2.420.632.176,"17,34",L,CP
27-Feb-2026,PRAY,FAMON AWAL BROS SEDAYA Tbk,PROVIDENTIA WEALTH ADVISORY LTD,658.884.733,"4,72",A,IB
27-Feb-2026,PRAY,FAMON AWAL BROS SEDAYA Tbk,BLAIR ROAD CAPITAL PTE LTD,390.863.824,"2,80",A,CP
27-Feb-2026,PRDA,PRODIA WIDYAHUSADA Tbk,PT. PRODIA UTAMA,534.375.000,"57,00",L,CP
27-Feb-2026,PRDA,PRODIA WIDYAHUSADA Tbk,BIO MAJESTY PTE. LTD.,140.625.000,"15,00",A,OT
27-Feb-2026,PRDA,PRODIA WIDYAHUSADA Tbk,PRODIA WIDYAHUSADA TBK.,47.724.500,"5,09",L,CP
27-Feb-2026,PRDA,PRODIA WIDYAHUSADA Tbk,REKSA DANA SYARIAH HENAN EKUITAS SYARIAH BERKAH,40.963.800,"4,37",L,MF
27-Feb-2026,PRDA,PRODIA WIDYAHUSADA Tbk,JPMCB NA RE - SWEDBANK ROBUR SMALL CAP EMERGING MARKETS,19.000.000,"2,03",A,MF
27-Feb-2026,PRDA,PRODIA WIDYAHUSADA Tbk,REKSA DANA HPAM SYARIAH EKUITAS,12.006.500,"1,28",L,MF
27-Feb-2026,PRDA,PRODIA WIDYAHUSADA Tbk,"CACEIS BANK, LUXEMBOURG BRANCH/ NEF",9.670.000,"1,03",A,MF
27-Feb-2026,PRIM,ROYAL PRIMA Tbk,I NYOMAN EHRICH LISTER DR,2.433.921.800,"71,72",L,ID
27-Feb-2026,PRIM,ROYAL PRIMA Tbk,ROBIN,212.188.500,"6,25",L,ID
27-Feb-2026,PRIM,ROYAL PRIMA Tbk,MARWOTO,92.257.700,"2,72",L,ID
27-Feb-2026,PSAB,J RESOURCES ASIA PASIFIK Tbk,JIMMY BUDIARTO,23.814.000.000,"90,00",L,ID
27-Feb-2026,PSAB,J RESOURCES ASIA PASIFIK Tbk,NOMURA SINGAPORE LIMITED,661.500.000,"2,50",A,IB
27-Feb-2026,PSAB,J RESOURCES ASIA PASIFIK Tbk,SUWANTARA GOTAMA,441.987.294,"1,67",A,ID
27-Feb-2026,PSAT,PANCARAN SAMUDERA TRANSPORT Tbk,PROFITAMA HASIL INDAH,894.600.000,"60,35",L,CP
27-Feb-2026,PSAT,PANCARAN SAMUDERA TRANSPORT Tbk,SURYA MITRA PANCARAN,365.400.000,"24,65",L,CP
27-Feb-2026,PSAT,PANCARAN SAMUDERA TRANSPORT Tbk,DENYMON,34.121.900,"2,30",L,ID
27-Feb-2026,PSAT,PANCARAN SAMUDERA TRANSPORT Tbk,PT SEGARA ARTHA UTAMA,26.142.800,"1,76",L,CP
27-Feb-2026,PSAT,PANCARAN SAMUDERA TRANSPORT Tbk,PT. BENTUK KARYA NUSANTARA,17.404.200,"1,17",L,CP
27-Feb-2026,PSAT,PANCARAN SAMUDERA TRANSPORT Tbk,PT WARNA CIPTA KARYA,15.095.300,"1,02",L,CP
27-Feb-2026,PSDN,PRASIDHA ANEKA NIAGA Tbk,PT PRASIDHA,676.830.145,"47,00",L,CP
27-Feb-2026,PSDN,PRASIDHA ANEKA NIAGA Tbk,IGIANTO JOE,272.378.790,"18,92",L,ID
27-Feb-2026,PSDN,PRASIDHA ANEKA NIAGA Tbk,ANEKA BUMI PRASIDHA,136.500.000,"9,48",L,CP
27-Feb-2026,PSDN,PRASIDHA ANEKA NIAGA Tbk,ANEKA AGROPRASIDHA,114.000.000,"7,92",L,CP
27-Feb-2026,PSDN,PRASIDHA ANEKA NIAGA Tbk,AGUS SOEGIARTO,65.984.333,"4,58",L,ID
27-Feb-2026,PSDN,PRASIDHA ANEKA NIAGA Tbk,"Aneka Sumber Kumala, PT",27.028.500,"1,88",L,CP
27-Feb-2026,PSDN,PRASIDHA ANEKA NIAGA Tbk,PT ABA JAYAABADI,24.315.500,"1,69",L,CP
27-Feb-2026,PSGO,PALMA SERASIH Tbk,PT JALINANKASIH SESAMA,8.180.589.800,"43,40",L,CP
27-Feb-2026,PSGO,PALMA SERASIH Tbk,SERASIH HOLDICO,6.600.000.000,"35,01",L,CP
27-Feb-2026,PSGO,PALMA SERASIH Tbk,BUDIONO TANBUN,1.600.000.000,"8,49",L,ID
27-Feb-2026,PSGO,PALMA SERASIH Tbk,BANK OF SINGAPORE LIMITED,847.500.000,"4,50",A,IB
27-Feb-2026,PSGO,PALMA SERASIH Tbk,KELVIN HALIM,601.400.000,"3,19",L,ID
27-Feb-2026,PSGO,PALMA SERASIH Tbk,"CHE WAI CHAN,",500.000.000,"2,65",A,ID
27-Feb-2026,PSGO,PALMA SERASIH Tbk,DBS BANK LTD.,299.000.000,"1,59",A,IB
27-Feb-2026,PSKT,RED PLANET INDONESIA Tbk,PT BASIS UTAMA PRIMA,4.219.825.598,"40,77",L,CP
27-Feb-2026,PSKT,RED PLANET INDONESIA Tbk,MOH.A.R.P.MANGKUNINGRAT,2.325.081.078,"22,46",L,ID
27-Feb-2026,PSKT,RED PLANET INDONESIA Tbk,PT CRIO INDONESIA,994.207.500,"9,60",L,CP
27-Feb-2026,PSKT,RED PLANET INDONESIA Tbk,PT. TRAJECTIVE MITRA INDONESIA,756.000.000,"7,30",L,CP
27-Feb-2026,PSKT,RED PLANET INDONESIA Tbk,ALBERT KURNIAWAN BUDI S,305.561.900,"2,95",L,ID
27-Feb-2026,PSKT,RED PLANET INDONESIA Tbk,PT BERLIAN TAMBANG INDONESIA,111.038.800,"1,07",L,CP
27-Feb-2026,PSKT,RED PLANET INDONESIA Tbk,PT. CIPTA KOMUNIKA KHATULISTIWA,107.103.300,"1,03",L,CP
27-Feb-2026,PSSI,IMC PELITA LOGISTIK Tbk,PT INDOPRIMA MARINE,2.374.400.000,"43,83",L,CP
27-Feb-2026,PSSI,IMC PELITA LOGISTIK Tbk,KENDILO PTE. LTD,1.523.190.946,"28,12",A,CP
27-Feb-2026,PSSI,IMC PELITA LOGISTIK Tbk,PT BIO PERMAI,332.606.100,"6,14",L,CP
27-Feb-2026,PSSI,IMC PELITA LOGISTIK Tbk,PT IMC PELITA LOGISTIK TB,295.874.000,"5,46",L,CP
27-Feb-2026,PSSI,IMC PELITA LOGISTIK Tbk,CONVIVIAL NAVIGATION CO. PTE.LTD,267.863.153,"4,94",A,CP
27-Feb-2026,PSSI,IMC PELITA LOGISTIK Tbk,TSAO PAO CHEE INVESTMENT MANAGEMENT PTE.LTD,240.000.000,"4,43",A,CP
27-Feb-2026,PSSI,IMC PELITA LOGISTIK Tbk,IMC DYNAMIC INVESTMENTS PTE LTD,240.000.000,"4,43",A,CP
27-Feb-2026,PTBA,BUKIT ASAM Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT MINERAL INDUSTRI INDONESIA,7.595.650.695,"65,93",L,CP
27-Feb-2026,PTBA,BUKIT ASAM Tbk,DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,177.167.100,"1,54",L,IS
27-Feb-2026,PTDU,DJASA UBERSAKTI Tbk,PT TEKNINDO GEOSISTEM UNGGUL,625.000.000,"41,67",L,CP
27-Feb-2026,PTDU,DJASA UBERSAKTI Tbk,"RSK INVESTASI UNGGUL, PT",475.000.000,"31,67",L,CP
27-Feb-2026,PTDU,DJASA UBERSAKTI Tbk,VICA VALENTINA,19.000.000,"1,27",L,ID
27-Feb-2026,PTDU,DJASA UBERSAKTI Tbk,SUMIRAH TOHIR T,17.044.800,"1,14",L,ID
27-Feb-2026,PTDU,DJASA UBERSAKTI Tbk,BUDIANTO M KURNIAWAN,15.430.800,"1,03",L,ID
27-Feb-2026,PTIS,INDO STRAITS Tbk,STRAITS CORPORATION PTE LTD,450.165.300,"81,82",,
27-Feb-2026,PTIS,INDO STRAITS Tbk,PHILLIP SECURITIES PTE LTD,18.832.600,"3,42",A,SC
27-Feb-2026,PTIS,INDO STRAITS Tbk,ASURANSI SIMAS JIWA,12.675.100,"2,30",L,IS
27-Feb-2026,PTIS,INDO STRAITS Tbk,PT INDO STRAITS Tbk,6.429.000,"1,17",L,CP
27-Feb-2026,PTMP,MITRA PACK Tbk,KENCANA USAHA SENTOSA,2.298.124.000,"72,51",L,CP
27-Feb-2026,PTMP,MITRA PACK Tbk,PT. DIGITAL KODING SOLUSINDO,89.096.800,"2,81",L,CP
27-Feb-2026,PTMP,MITRA PACK Tbk,ARDI KUSUMA,55.555.200,"1,75",L,ID
27-Feb-2026,PTMP,MITRA PACK Tbk,PT. MITRA TRI INVESTAMA,42.548.300,"1,34",L,CP
27-Feb-2026,PTMR,MASTER PRINT Tbk,MITRA PACK TBK,1.457.280.000,"76,42",L,CP
27-Feb-2026,PTMR,MASTER PRINT Tbk,PT. MITRA TRI INVESTAMA,88.272.300,"4,63",L,CP
27-Feb-2026,PTMR,MASTER PRINT Tbk,PT MULTI MITRA SEMESTA,60.732.700,"3,18",L,CP
27-Feb-2026,PTMR,MASTER PRINT Tbk,PT. KURNIA SEMESTA PERSADA,45.187.300,"2,37",L,CP
27-Feb-2026,PTMR,MASTER PRINT Tbk,ROBERT HASAN,38.909.100,"2,04",L,ID
27-Feb-2026,PTMR,MASTER PRINT Tbk,ELIT KARYA INVESTINDO PT,35.540.700,"1,86",L,CP
27-Feb-2026,PTMR,MASTER PRINT Tbk,EKO HERU WIBOWO,34.187.800,"1,79",L,ID
27-Feb-2026,PTMR,MASTER PRINT Tbk,DONNY SANTOSA,23.412.100,"1,23",L,ID
27-Feb-2026,PTPP,PP (PERSERO) Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT DANANTARA ASSET MANAGEMENT,3.161.947.835,"51,00",L,CP
27-Feb-2026,PTPP,PP (PERSERO) Tbk,DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,210.427.800,"3,39",L,IS
27-Feb-2026,PTPP,PP (PERSERO) Tbk,"PANIN SEKURITAS Tbk, PT",153.808.847,"2,48",L,SC
27-Feb-2026,PTPP,PP (PERSERO) Tbk,PT Phintraco Sekuritas,100.151.000,"1,62",L,SC
27-Feb-2026,PTPP,PP (PERSERO) Tbk,PT. MITRACOMM EKASARANA,94.333.200,"1,52",L,CP
27-Feb-2026,PTPP,PP (PERSERO) Tbk,PT TASPEN (PERSERO),82.298.700,"1,33",L,IS
27-Feb-2026,PTPP,PP (PERSERO) Tbk,DJS KETENAGAKERJAAN PROGRAM JAMINAN PENSIUN,63.163.900,"1,02",L,IS
27-Feb-2026,PTPS,PULAU SUBUR Tbk,PT. SEKAWAN KONTRINDO,1.702.400.000,"78,54",L,CP
27-Feb-2026,PTPW,PRATAMA WIDYA Tbk,ANDREAS WIDHATAMA KURNIAWAN,317.925.000,"36,20",L,ID
27-Feb-2026,PTPW,PRATAMA WIDYA Tbk,CYRILUS WINATAMA K,220.125.000,"25,07",L,ID
27-Feb-2026,PTPW,PRATAMA WIDYA Tbk,PT PRATAMA INVESTAMA KURNIA,91.481.900,"10,42",L,CP
27-Feb-2026,PTPW,PRATAMA WIDYA Tbk,BONAVENTURA WIMATAMA KURNIAWAN,85.375.000,"9,72",L,ID
27-Feb-2026,PTPW,PRATAMA WIDYA Tbk,PT. ROYAL STRATEGIS KAPITAL,41.168.900,"4,69",L,CP
27-Feb-2026,PTPW,PRATAMA WIDYA Tbk,PT. INVESTASI BERSAMA MANDIRI,32.132.500,"3,66",L,CP
27-Feb-2026,PTRO,PETROSEA Tbk,PT. KREASI JASA PERSADA,4.571.811.700,"45,33",L,CP
27-Feb-2026,PTRO,PETROSEA Tbk,PT CARAKA REKSA OPTIMA,2.465.974.670,"24,45",L,CP
27-Feb-2026,PTRO,PETROSEA Tbk,OCBC SECURITIES PRIVATE LIMITED,306.847.000,"3,04",A,SC
27-Feb-2026,PTRO,PETROSEA Tbk,MORGAN STANLEY AND CO INTERNATIONAL PLC,284.590.830,"2,82",A,CP
27-Feb-2026,PTRO,PETROSEA Tbk,PT SENTOSA BERSAMA MITRA,256.892.300,"2,55",L,CP
27-Feb-2026,PTRO,PETROSEA Tbk,PT PETRINDO JAYA KREASI TBK,138.926.800,"1,38",L,CP
27-Feb-2026,PTSN,SAT NUSAPERSADA Tbk,ABIDIN FAN,3.532.500.000,"66,47",L,ID
27-Feb-2026,PTSN,SAT NUSAPERSADA Tbk,INDITECK TECHNOLOGY HONG KONG LIMITED,531.434.400,"10,00",A,CP
27-Feb-2026,PTSN,SAT NUSAPERSADA Tbk,"ASUS INVESTMENT CO., LTD",531.434.100,"10,00",A,CP
27-Feb-2026,PTSN,SAT NUSAPERSADA Tbk,PT ASUS INTERNATIONAL LIMITED,260.977.800,"4,91",A,CP
27-Feb-2026,PTSN,SAT NUSAPERSADA Tbk,BIDIN YUSUF,187.680.000,"3,53",L,ID
27-Feb-2026,PTSN,SAT NUSAPERSADA Tbk,HARTO,62.004.000,"1,17",L,ID
27-Feb-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,PT. GRAHA SENTOSA PERSADA,61.000.666,"27,63",L,CP
27-Feb-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,VP BANK LTD SINGAPORE BRANCH,31.214.900,"14,14",A,IB
27-Feb-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,"UNION BANCAIRE PRIVEE, UBP SA SINGAPORE BRANCH",30.674.434,"13,89",A,IB
27-Feb-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,PT. Bayu Buana Tbk,19.652.000,"8,90",L,CP
27-Feb-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,BANK OF SINGAPORE LIMITED,17.723.620,"8,03",A,IB
27-Feb-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,STANDARD CHARTERED BANK SG S/A VP BANK A/C SAPPHIRE LINK LTD (ID005464400008),11.020.000,"4,99",A,CP
27-Feb-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,STANDARD CHARTERED BANK SG S/A VP BANK A/C DIAMOND MILLENIUM LTD (ID005464400003),11.000.000,"4,98",A,CP
27-Feb-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,LGT BANK AG,9.095.800,"4,12",A,IB
27-Feb-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,CA INDOSUEZ (SWITZERLAND) SA,8.925.080,"4,04",A,IB
27-Feb-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,BANK JULIUS BAER & CO. LTD,8.206.000,"3,72",A,IB
27-Feb-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,BP2S SG/BNP PARIBAS SINGAPORE BRANCH WEALTH MANAGEMENT,3.929.000,"1,78",A,OT
27-Feb-2026,PUDP,PUDJIADI PRESTIGE Tbk,PT. ISTANA KUTA RATU PRESTIGE,293.545.682,"44,54",L,CP
27-Feb-2026,PUDP,PUDJIADI PRESTIGE Tbk,LENAWATI SETIADI P,150.093.228,"22,77",L,ID
27-Feb-2026,PUDP,PUDJIADI PRESTIGE Tbk,KOSMIAN PUDJIADI,27.076.454,"4,11",L,ID
27-Feb-2026,PUDP,PUDJIADI PRESTIGE Tbk,MARIANTI PUDJIADI,27.076.454,"4,11",L,ID
27-Feb-2026,PUDP,PUDJIADI PRESTIGE Tbk,KRISTIAN PUDJIADI,27.025.256,"4,10",L,ID
27-Feb-2026,PUDP,PUDJIADI PRESTIGE Tbk,LUKMAN PUDJIADI,20.984.300,"3,18",L,ID
27-Feb-2026,PUDP,PUDJIADI PRESTIGE Tbk,DAMIAN PUDJIADI,18.642.778,"2,83",L,ID
27-Feb-2026,PUDP,PUDJIADI PRESTIGE Tbk,CHENGWY KARLAM,11.907.320,"1,81",L,ID
27-Feb-2026,PUDP,PUDJIADI PRESTIGE Tbk,ARIYO TEJO,8.800.806,"1,34",L,ID
27-Feb-2026,PUDP,PUDJIADI PRESTIGE Tbk,PT GRAHA PUJI BAHANA,8.360.854,"1,27",L,CP
27-Feb-2026,PUDP,PUDJIADI PRESTIGE Tbk,NATALIA DEVI PUDJIADI,8.166.676,"1,24",L,ID
27-Feb-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,PT RAJAWALI INTI,962.621.880,"15,28",L,CP
27-Feb-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,PT RAJAWALI DWIPUTRA INDONESIA,769.639.000,"12,21",L,CP
27-Feb-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,PT IGELCORP ASIA KAPITAL,465.006.000,"7,38",L,CP
27-Feb-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,PT IGELCORP NUSANTARA KAPITAL,353.069.900,"5,60",L,CP
27-Feb-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,297.801.400,"4,73",A,IB
27-Feb-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,NI MADE PUTRI UMBARAWATI SE,150.888.800,"2,39",L,ID
27-Feb-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,PT VARASH SADDAN NUSANTARA,130.507.300,"2,07",L,CP
27-Feb-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,HENDRA PRAYITNO,124.490.900,"1,98",L,ID
27-Feb-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,ERWIN PRASETYA TJANDRA,120.000.000,"1,90",L,ID
27-Feb-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,I PUTU EKA SURYAWAN,113.401.100,"1,80",L,ID
27-Feb-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,TONNY HERMAWAN ADIKARJO IR,96.163.000,"1,53",L,ID
27-Feb-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,DHEERAJ,81.590.284,"1,29",L,ID
27-Feb-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,FACHRUL ATMADJA,79.145.900,"1,26",L,ID
27-Feb-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,"SALIM, LIM",72.101.100,"1,14",L,ID
27-Feb-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,TAN JANE,70.967.900,"1,13",L,ID
27-Feb-2026,PURE,TRINITAN METALS AND MINERALS Tbk,PT TRINITAN RESOURCETAMA INDONESIA,363.726.830,"26,45",L,CP
27-Feb-2026,PURE,TRINITAN METALS AND MINERALS Tbk,PT MIRAE ASSET SEKURITAS INDONESIA,149.102.527,"10,84",L,SC
27-Feb-2026,PURE,TRINITAN METALS AND MINERALS Tbk,MELANIAWATI HADIKARTONO,50.100.033,"3,64",L,ID
27-Feb-2026,PURE,TRINITAN METALS AND MINERALS Tbk,PUI SIAT HA,39.122.900,"2,84",L,ID
27-Feb-2026,PURE,TRINITAN METALS AND MINERALS Tbk,WEMPY,18.684.800,"1,36",L,ID
27-Feb-2026,PURE,TRINITAN METALS AND MINERALS Tbk,REZANANTA F PIETRUSCHKA,16.600.000,"1,21",L,ID
27-Feb-2026,PURE,TRINITAN METALS AND MINERALS Tbk,ASHISH KUMAR D KESWANI,15.536.100,"1,13",L,ID
27-Feb-2026,PURI,PURI GLOBAL SUKSES Tbk,PT. BUMI KREASI BARU,768.000.000,"76,80",L,CP
27-Feb-2026,PURI,PURI GLOBAL SUKSES Tbk,ONG YICK SING,51.470.500,"5,15",A,ID
27-Feb-2026,PWON,PAKUWON JATI Tbk,PT PAKUWON ARTHANIAGA,33.077.598.400,"68,68",L,CP
27-Feb-2026,PWON,PAKUWON JATI Tbk,EMPLOYEES PROVIDENT FUND BOARD,1.102.803.500,"2,29",A,PF
27-Feb-2026,PWON,PAKUWON JATI Tbk,FIDELITY FUNDS,897.165.800,"1,86",A,MF
27-Feb-2026,PWON,PAKUWON JATI Tbk,PLATINUM ASIA FUND,724.784.985,"1,50",A,MF
27-Feb-2026,PYFA,PYRIDAM FARMA Tbk,REJUVE GLOBAL INVESTMENT PTE LTD,7.194.080.948,"64,02",A,CP
27-Feb-2026,PYFA,PYRIDAM FARMA Tbk,PT ASURANSI JIWA STARINVESTAMA,572.628.400,"5,10",L,IS
27-Feb-2026,PYFA,PYRIDAM FARMA Tbk,DBS BANK LTD.,358.078.971,"3,19",A,IB
27-Feb-2026,PYFA,PYRIDAM FARMA Tbk,PT. ALDIRACITA SEKURITAS INDONESIA,337.007.880,"3,00",L,SC
27-Feb-2026,PYFA,PYRIDAM FARMA Tbk,DIAN CIPTAMAS AGUNG PT,118.508.400,"1,05",L,CP
27-Feb-2026,PZZA,SARIMELATI KENCANA Tbk,"Sriboga Raturaya, PT",1.957.933.250,"64,79",L,CP
27-Feb-2026,PZZA,SARIMELATI KENCANA Tbk,DBS BANK LTD S/A PEMBERTON ASIAN OPPORTUNITIES FUND,290.000.000,"9,60",A,IB
