DATE,SHARE_CODE,ISSUER_NAME,INVESTOR_NAME,TOTAL_HOLDING_SHARES,PERCENTAGE,LOCAL_FOREIGN,INVESTOR_TYPE
27-Feb-2026,ALTO,TRI BANYAN TIRTA Tbk,IR. D. SAHARDONO AMIARSO,25.000.000,"1,14",L,ID
27-Feb-2026,AMAG,ASURANSI MULTI ARTHA GUNA Tbk,FAIRFAX ASIA LIMITED,4.001.242.013,"80,00",A,CP
27-Feb-2026,AMAG,ASURANSI MULTI ARTHA GUNA Tbk,"BANK PAN INDONESIA TBK, PT",388.000.000,"7,76",L,IB
27-Feb-2026,AMAG,ASURANSI MULTI ARTHA GUNA Tbk,DANA PENSIUN KARYAWAN PANIN BANK,210.019.533,"4,20",L,PF
27-Feb-2026,AMAG,ASURANSI MULTI ARTHA GUNA Tbk,"PANINVEST TBK, PT",188.233.921,"3,76",L,CP
27-Feb-2026,AMAG,ASURANSI MULTI ARTHA GUNA Tbk,PT Asuransi Multi Artha Guna,55.806.100,"1,12",L,IS
27-Feb-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,PT GRIYA PRIMA AMANDA (GPA),3.158.500.000,"81,54",,
27-Feb-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,JOHAN TEDJA SURYA,175.534.400,"4,53",L,ID
27-Feb-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,EDWARD SAMULA TOARI,160.020.000,"4,13",L,ID
27-Feb-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,SIAUW JENNICE MARIA,114.335.000,"2,95",L,ID
27-Feb-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,F. IRENE FANCY,84.590.000,"2,18",L,ID
27-Feb-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,ANDIERSEN,53.127.300,"1,37",L,ID
27-Feb-2026,AMAN,MAKMUR BERKAH AMANDA Tbk,EDDI TJENDANA,43.933.000,"1,13",L,ID
27-Feb-2026,AMAR,BANK AMAR INDONESIA Tbk,TOLARAM PTE. LTD.,13.832.054.873,"75,25",A,CP
27-Feb-2026,AMAR,BANK AMAR INDONESIA Tbk,JAGAT RAYA IMAJINASI PT,1.210.726.588,"6,59",L,CP
27-Feb-2026,AMAR,BANK AMAR INDONESIA Tbk,BANK OF SINGAPORE LIMITED,1.086.653.690,"5,91",A,IB
27-Feb-2026,AMAR,BANK AMAR INDONESIA Tbk,"SBI HOLDINGS, INC.",1.035.714.286,"5,63",A,CP
27-Feb-2026,AMAR,BANK AMAR INDONESIA Tbk,PT BANK AMAR INDONESIA TBK,367.421.455,"2,00",L,IB
27-Feb-2026,AMAR,BANK AMAR INDONESIA Tbk,PT. MARVEL INVESTAMA ASIA,183.811.000,"1,00",L,CP
27-Feb-2026,AMFG,ASAHIMAS FLAT GLASS Tbk,AGC Inc.,193.240.400,"44,53",A,CP
27-Feb-2026,AMFG,ASAHIMAS FLAT GLASS Tbk,PT. RODAMAS,180.677.700,"41,63",L,CP
27-Feb-2026,AMFG,ASAHIMAS FLAT GLASS Tbk,DBS VICKERS SECS SINGAPORE (PTE) LTD A/C CLIENTS,8.265.400,"1,90",A,SC
27-Feb-2026,AMFG,ASAHIMAS FLAT GLASS Tbk,ANDY TANUJAYA,7.430.300,"1,71",L,ID
27-Feb-2026,AMFG,ASAHIMAS FLAT GLASS Tbk,LIEM TJEN HUNG,6.458.400,"1,49",L,ID
27-Feb-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,SPHERE CORPORATION SDN.BHD.,630.638.300,"58,39",A,CP
27-Feb-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,CHONG KIM KONG,109.200.000,"10,11",A,ID
27-Feb-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,CHONG KIM LEONG,75.600.000,"7,00",A,ID
27-Feb-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,RUDY SUSANTO,42.000.000,"3,89",L,ID
27-Feb-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,LAI KIM TENG,27.555.000,"2,55",A,ID
27-Feb-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,VICTORIA,24.775.800,"2,29",L,ID
27-Feb-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,LIM PEEK CHIN,20.000.000,"1,85",A,ID
27-Feb-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,JEF CHARLES H. BOEDT,18.152.500,"1,68",A,ID
27-Feb-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,DONAL MANIK,11.998.700,"1,11",L,ID
27-Feb-2026,AMIN,ATELIERS MECANIQUES D`INDONESIE Tbk,MAYBANK SECURITIES PTE. LTD.,11.901.000,"1,10",A,SC
27-Feb-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,PT SUMBER GEMILANG PERSADA,23.332.191.394,"32,17",L,CP
27-Feb-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,PT MEDCO ENERGI INTERNASIONAL TBK,15.167.510.552,"20,92",L,CP
27-Feb-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,PT AP INVESTMENT,11.204.034.620,"15,45",L,CP
27-Feb-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,PESONA SUKSES CEMERLANG,4.558.377.112,"6,29",L,CP
27-Feb-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,SAJIR 9 LLC,3.871.783.968,"5,34",A,CP
27-Feb-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,PT KEMILAU INVESTAMA MAKMUR,2.856.070.404,"3,94",L,CP
27-Feb-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,"KEMILAU SINAR LESTARI, PT",1.907.770.954,"2,63",L,CP
27-Feb-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,21 INTERNATIONAL VENTURE SPC,1.806.649.600,"2,49",A,OT
27-Feb-2026,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,VANECK GOLD MINERS ETF,772.088.300,"1,06",A,MF
27-Feb-2026,AMMS,AGUNG MENJANGAN MAS Tbk,RADIANT RUBY COMPANY LTD,630.001.369,"51,00",A,CP
27-Feb-2026,AMMS,AGUNG MENJANGAN MAS Tbk,PT MANDARA MAS SEMESTA,358.236.131,"29,00",L,CP
27-Feb-2026,AMMS,AGUNG MENJANGAN MAS Tbk,ABRAHAM TEDJANEGARA,37.607.200,"3,04",L,ID
27-Feb-2026,AMMS,AGUNG MENJANGAN MAS Tbk,DIAZ KURNIAWAN,12.523.800,"1,01",L,ID
27-Feb-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,ASHMORE INVESTMENT MANAGEMENT LIMITED,1.334.120.000,"60,04",A,CP
27-Feb-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,PT ADIKARSA SARANA,289.921.600,"13,05",L,CP
27-Feb-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,RONALDUS GANDAHUSADA IR,140.000.000,"6,30",L,ID
27-Feb-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,FX EDDY HARTANTO SH,125.200.000,"5,63",L,ID
27-Feb-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,ARIEF CAHYADI WANA,120.000.000,"5,40",L,ID
27-Feb-2026,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,PT ASHMORE ASSET MANAGEMENT INDONESIA TBK,23.738.400,"1,07",L,SC
27-Feb-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,PT SIGMANTARA ALFINDO,20.839.251.059,"50,19",L,CP
27-Feb-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,MITSUBISHI CORPORATION,2.034.681.026,"4,90",A,CP
27-Feb-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,JONATHAN CHANG,1.996.981.700,"4,81",L,ID
27-Feb-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,"YSW&CO., LTD.",1.720.909.474,"4,14",A,CP
27-Feb-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,PT. AMANDA CIPTA PERSADA,1.246.006.200,"3,00",L,CP
27-Feb-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,"HSBC-FUND SERVICES, THE OVERLOOK PARTNERS FUND L.P.",1.239.481.800,"2,98",A,MF
27-Feb-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,EMPLOYEES PROVIDENT FUND BOARD,755.733.500,"1,82",A,PF
27-Feb-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,FIDELITY INVESTMENT TRUST: FIDELITY SERIES EMERGING MARKETS OPPORTUNITIES FUND,705.300.300,"1,70",A,MF
27-Feb-2026,AMRT,SUMBER ALFARIA TRIJAYA Tbk,DJOKO SUSANTO,439.204.200,"1,06",L,ID
27-Feb-2026,ANDI,ANDIRA AGRO Tbk,CENTRAL ENERGI PRATAMA,4.650.030.000,"49,73",L,CP
27-Feb-2026,ANDI,ANDIRA AGRO Tbk,PT. ANUGERAH PERKASA SEMESTA,699.970.000,"7,49",L,CP
27-Feb-2026,ANDI,ANDIRA AGRO Tbk,EDY SUWARNO AL JAP L SING,331.809.600,"3,55",L,ID
27-Feb-2026,ANDI,ANDIRA AGRO Tbk,REKSA DANA EMCO MANTAP,223.720.100,"2,39",L,MF
27-Feb-2026,ANDI,ANDIRA AGRO Tbk,REKSA DANA MINNA PADI PRINGGONDANI SAHAM,216.986.186,"2,32",L,MF
27-Feb-2026,ANDI,ANDIRA AGRO Tbk,PT MINNA PADI INVESTAMA SEKURITAS TBK,215.954.200,"2,31",L,SC
27-Feb-2026,ANDI,ANDIRA AGRO Tbk,EVELINE LISTIJOSUPUTRO,172.212.800,"1,84",L,ID
27-Feb-2026,ANDI,ANDIRA AGRO Tbk,FRANCIS INDARTO,165.588.000,"1,77",L,ID
27-Feb-2026,ANDI,ANDIRA AGRO Tbk,REKSA DANA MINNA PADI PASOPATI SAHAM,153.141.216,"1,64",L,MF
27-Feb-2026,ANDI,ANDIRA AGRO Tbk,REKSA DANA SUCORINVEST SHARIA EQUITY FUND,139.131.700,"1,49",L,MF
27-Feb-2026,ANDI,ANDIRA AGRO Tbk,DJONI,103.302.600,"1,10",L,ID
27-Feb-2026,ANDI,ANDIRA AGRO Tbk,REKSA DANA EMCO GROWTH FUND,102.856.200,"1,10",L,MF
27-Feb-2026,ANJT,AUSTINDO NUSANTARA JAYA Tbk,FIRST RESOURCES LIMITED,3.217.218.477,"95,92",A,CP
27-Feb-2026,ANJT,AUSTINDO NUSANTARA JAYA Tbk,CILIANDRA PERKASA,82.304.646,"2,45",L,CP
27-Feb-2026,ANTM,ANEKA TAMBANG Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT MINERAL INDUSTRI INDONESIA,15.619.999.999,"65,00",L,CP
27-Feb-2026,APEX,APEXINDO PRATAMA DUTA Tbk,PT ASERRA CAPITAL,1.126.374.177,"31,76",L,CP
27-Feb-2026,APEX,APEXINDO PRATAMA DUTA Tbk,UOB KAY HIAN (HONG KONG) LTD,771.356.500,"21,75",A,SC
27-Feb-2026,APEX,APEXINDO PRATAMA DUTA Tbk,AUGUSTA INVESTMENTS I PTE.LTD. ID134190500001,220.767.550,"6,23",A,CP
27-Feb-2026,APEX,APEXINDO PRATAMA DUTA Tbk,DAAZ BARA LESTARI PT,157.309.034,"4,44",L,CP
27-Feb-2026,APEX,APEXINDO PRATAMA DUTA Tbk,Vistra Trust (Singapore) PTE. Limited,86.985.027,"2,45",A,CP
27-Feb-2026,APEX,APEXINDO PRATAMA DUTA Tbk,RISMA PURBA,82.682.300,"2,33",L,ID
27-Feb-2026,APEX,APEXINDO PRATAMA DUTA Tbk,PEAK SEKURITAS INDONESIA PT,61.543.339,"1,74",L,SC
27-Feb-2026,APEX,APEXINDO PRATAMA DUTA Tbk,DBS BANK LTD.,53.197.000,"1,50",A,IB
27-Feb-2026,APEX,APEXINDO PRATAMA DUTA Tbk,HERTECH KHARISMA PT,48.661.832,"1,37",,
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,"PAN PACIFIC INVESTAMA, PT",2.385.192.322,"20,27",L,CP
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT PACIFIC INDOCORPORA,1.107.792.332,"9,41",L,CP
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT PAN PACIFIC INVESTAMA,887.032.733,"7,54",L,CP
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT ASTANA BERKAT INDONESIA,578.860.000,"4,92",L,CP
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT. BARA SEJAHTERA SUKSES,485.054.900,"4,12",L,CP
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT SUMBER TEKNOLOGI MULIA,455.106.250,"3,87",L,CP
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,"ZED UTAMA PERSADA, PT",452.069.100,"3,84",L,CP
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,EASTERN PEAK GROUP CORPORATION,450.617.500,"3,83",A,OT
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT. ALANA CIPTA SELARAS,428.868.300,"3,64",L,CP
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT TIRTA CITRA SOLUSI,417.009.700,"3,54",L,CP
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,BANQUE PICTET AND CIE SA,386.547.700,"3,29",A,IB
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT. MEGAH ANGKASA PERKASA,339.298.325,"2,88",L,CP
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT PACIFIC SEKURITAS INDONESIA,306.900.000,"2,61",L,SC
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT. Askar Pelangi Abadi,283.262.800,"2,41",L,CP
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT ARIMA KARYA PERSADA,261.265.100,"2,22",L,CP
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,POLAR INVESTMENT CORPORATION,207.447.700,"1,76",A,CP
27-Feb-2026,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT.Pacific Indocorpora Indonesia,174.642.561,"1,48",L,CP
27-Feb-2026,APII,ARITA PRIMA INDONESIA Tbk,"ARITA GLOBAL,PT",622.214.760,"57,84",L,CP
27-Feb-2026,APII,ARITA PRIMA INDONESIA Tbk,"ARITA ENGINEERING, SDN BHD",151.125.260,"14,05",,
27-Feb-2026,APII,ARITA PRIMA INDONESIA Tbk,"Fajar Untung Sdn,Bhd",51.296.000,"4,77",A,OT
27-Feb-2026,APII,ARITA PRIMA INDONESIA Tbk,"Bangga Kencana Sdn,Bhd",42.750.000,"3,97",A,OT
27-Feb-2026,APII,ARITA PRIMA INDONESIA Tbk,PHILLIP SECURITIES PTE LTD,34.660.700,"3,22",A,SC
27-Feb-2026,APII,ARITA PRIMA INDONESIA Tbk,LOW YEW LEAN,60.146.480,"5,59",L,ID
27-Feb-2026,APII,ARITA PRIMA INDONESIA Tbk,SMC Capital SDN.BHD.,31.300.000,"2,91",A,OT
27-Feb-2026,APII,ARITA PRIMA INDONESIA Tbk,Koh Boon Kuang,30.000.000,"2,79",A,ID
27-Feb-2026,APII,ARITA PRIMA INDONESIA Tbk,Priority Creations SDN.BHD,17.625.000,"1,64",A,OT
27-Feb-2026,APLI,ASIAPLAST INDUSTRIES Tbk,PT MACO AMANGRAHA,801.304.000,"58,80",L,CP
27-Feb-2026,APLI,ASIAPLAST INDUSTRIES Tbk,ALEXANDER AGUNG PRANOTO,388.333.748,"28,50",L,ID
27-Feb-2026,APLI,ASIAPLAST INDUSTRIES Tbk,EMY LIM,66.387.100,"4,87",L,ID
27-Feb-2026,APLI,ASIAPLAST INDUSTRIES Tbk,LIE SHE MOY,17.083.000,"1,25",L,ID
27-Feb-2026,APLI,ASIAPLAST INDUSTRIES Tbk,PT. HOKI INVESTASI SEJATI,15.342.100,"1,13",L,CP
27-Feb-2026,APLN,AGUNG PODOMORO LAND Tbk,"INDOFICA, PT",18.777.785.148,"82,72",L,CP
27-Feb-2026,APLN,AGUNG PODOMORO LAND Tbk,TRIHATMA KUSUMA HALIMAN,1.134.702.185,"5,00",L,ID
27-Feb-2026,APLN,AGUNG PODOMORO LAND Tbk,DBS BANK LTD.,255.215.500,"1,12",A,IB
27-Feb-2026,ARCI,ARCHI INDONESIA Tbk,PT RAJAWALI CORPORA,18.142.375.000,"71,89",L,CP
27-Feb-2026,ARCI,ARCHI INDONESIA Tbk,PT RAJAWALI KAPITAL EMAS,2.967.375.000,"11,76",L,CP
27-Feb-2026,ARCI,ARCHI INDONESIA Tbk,CGS INTERNATIONAL SEKURITAS INDONESIA,545.957.200,"2,16",L,SC
27-Feb-2026,AREA,DUNIA VIRTUAL ONLINE Tbk,PT. DWI TUNGGAL PUTRA,966.667.000,"38,06",L,CP
27-Feb-2026,AREA,DUNIA VIRTUAL ONLINE Tbk,SUGENG ALIFEN,780.534.000,"30,73",L,ID
27-Feb-2026,AREA,DUNIA VIRTUAL ONLINE Tbk,MICHAEL KURNIA WIRAWAN ALIFEN,280.800.000,"11,06",L,ID
27-Feb-2026,AREA,DUNIA VIRTUAL ONLINE Tbk,PT. MITRA NIAGA PALAPA,113.118.800,"4,45",L,CP
27-Feb-2026,AREA,DUNIA VIRTUAL ONLINE Tbk,PT. SENTRA MAHAJAYA PELITA,87.780.000,"3,46",L,CP
27-Feb-2026,AREA,DUNIA VIRTUAL ONLINE Tbk,PT. BARAKARSA KREASI BANGSA,87.780.000,"3,46",L,CP
27-Feb-2026,AREA,DUNIA VIRTUAL ONLINE Tbk,PT. SKALA GARUDA UTAMA,83.050.000,"3,27",L,CP
27-Feb-2026,ARGO,ARGO PANTES Tbk,ARGO MANUNGGAL LAND DEVELOPMENT,1.229.818.254,"38,74",,
27-Feb-2026,ARGO,ARGO PANTES Tbk,KUKUH MANUNGGAL PROPERTINDO,510.175.438,"16,07",,
27-Feb-2026,ARGO,ARGO PANTES Tbk,TREVOR GLOBAL LTD,422.807.017,"13,32",,
27-Feb-2026,ARGO,ARGO PANTES Tbk,PT ARGO MANUNGGAL TRIASTA,370.000.000,"11,66",L,CP
27-Feb-2026,ARGO,ARGO PANTES Tbk,DHARMA MANUNGGAL,98.500.000,"3,10",,
27-Feb-2026,ARGO,ARGO PANTES Tbk,PT CITRA RAYA INVESTAMA SEJAHTERA,79.347.300,"2,50",L,CP
27-Feb-2026,ARGO,ARGO PANTES Tbk,PT PILAR TEGUH SUKSES SEJATI,65.005.000,"2,05",L,CP
27-Feb-2026,ARGO,ARGO PANTES Tbk,PT BERKAH AGUNG SELARAS,65.000.000,"2,05",L,CP
27-Feb-2026,ARGO,ARGO PANTES Tbk,THE NING KING,40.980.000,"1,29",,
27-Feb-2026,ARGO,ARGO PANTES Tbk,RAGAM LOGAM,35.337.935,"1,11",,
27-Feb-2026,ARII,ATLAS RESOURCES Tbk,PT. CALORIE VIVA UTAMA,1.090.579.700,"29,08",L,CP
27-Feb-2026,ARII,ATLAS RESOURCES Tbk,ABDI ANDRE,475.967.000,"12,69",L,ID
27-Feb-2026,ARII,ATLAS RESOURCES Tbk,VITOL ASIA PTE LTD,303.000.000,"8,08",A,CP
27-Feb-2026,ARII,ATLAS RESOURCES Tbk,PT. SUMBER DAYA KEMILAU,187.658.300,"5,00",L,CP
27-Feb-2026,ARII,ATLAS RESOURCES Tbk,PT. SUMBER DAYA KUMALA,187.000.000,"4,99",L,CP
27-Feb-2026,ARII,ATLAS RESOURCES Tbk,PT. INFRA ALPHA INVESTINDO,186.000.000,"4,96",L,CP
27-Feb-2026,ARII,ATLAS RESOURCES Tbk,PT. INFRA ALPHA ENERGI,156.000.000,"4,16",L,CP
27-Feb-2026,ARII,ATLAS RESOURCES Tbk,PT DIAN SWASTATIKA SENTOSA TBK,123.333.000,"3,29",L,CP
27-Feb-2026,ARII,ATLAS RESOURCES Tbk,ASURANSI SIMAS JIWA,117.981.800,"3,15",L,IS
27-Feb-2026,ARII,ATLAS RESOURCES Tbk,BANK OF SINGAPORE LIMITED,104.047.600,"2,77",A,IB
27-Feb-2026,ARII,ATLAS RESOURCES Tbk,PT. CIPTA SELARAS PARAHYANGAN,92.495.300,"2,47",L,CP
27-Feb-2026,ARII,ATLAS RESOURCES Tbk,UBS AG SINGAPORE BRANCH,87.666.000,"2,34",A,IB
27-Feb-2026,ARII,ATLAS RESOURCES Tbk,JAY T OENTORO,86.770.000,"2,31",L,ID
27-Feb-2026,ARII,ATLAS RESOURCES Tbk,INTERVENTURES CAPITAL PTE. LTD,59.741.400,"1,59",A,OT
27-Feb-2026,ARII,ATLAS RESOURCES Tbk,REKSA DANA BALANCED FUND SUCORINVEST ANAK PINTAR,51.438.000,"1,37",L,MF
27-Feb-2026,ARKA,ARKHA JAYANTI PERSADA Tbk,PT. ARKHA TANTO PRIMA,892.326.600,"44,62",L,CP
27-Feb-2026,ARKA,ARKHA JAYANTI PERSADA Tbk,"JAF ASIA INVESTMENT, PT",200.000.000,"10,00",L,CP
27-Feb-2026,ARKA,ARKHA JAYANTI PERSADA Tbk,HANIFA SUTRISNA,31.196.200,"1,56",L,ID
27-Feb-2026,ARKA,ARKHA JAYANTI PERSADA Tbk,AKHMAD FAQIH,28.055.200,"1,40",L,ID
27-Feb-2026,ARKO,ARKORA HYDRO Tbk,"ARKORA BAKTI INDONESIA, PT",1.138.837.925,"38,89",L,CP
27-Feb-2026,ARKO,ARKORA HYDRO Tbk,ENERGIA PRIMA NUSANTARA PT,777.487.893,"26,55",L,CP
27-Feb-2026,ARKO,ARKORA HYDRO Tbk,PT BINA PERTIWI ENERGI,144.686.000,"4,94",L,CP
27-Feb-2026,ARKO,ARKORA HYDRO Tbk,PT STAR PACIFIC TBK,103.503.400,"3,53",L,CP
27-Feb-2026,ARKO,ARKORA HYDRO Tbk,HAPSORO,59.605.000,"2,04",L,ID
27-Feb-2026,ARKO,ARKORA HYDRO Tbk,PT SENTOSA BERSAMA MITRA,58.994.650,"2,01",L,CP
27-Feb-2026,ARKO,ARKORA HYDRO Tbk,PT PROSPERA KAPITAL INVESTAMA,55.500.000,"1,90",L,CP
27-Feb-2026,ARKO,ARKORA HYDRO Tbk,PT TATA TIRTA DATUN,47.301.100,"1,62",L,CP
27-Feb-2026,ARKO,ARKORA HYDRO Tbk,ACEI SINGAPORE HOLDINGS PRIVATE LTD.,31.473.432,"1,07",A,CP
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA Tbk,"MANDIRI MEGA JAYA, PT",1.842.368.800,"20,46",L,CP
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,1.042.703.112,"11,58",L,IS
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA Tbk,PT GASA PERDANA CIPTADAYA,648.009.400,"7,20",L,CP
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA Tbk,JAKSA AGUNG MUDA BIDANG TINDAK PIDANA KHUSUS KEJAKSAAN REPUBLIK INDONESIA KEJAKSAAN REPUBLIK INDONESIA,526.952.595,"5,85",L,OT
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA Tbk,RETAIL DEVELOPMENT GROUP LIMITED,454.612.300,"5,05",A,CP
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA Tbk,"BANK DANAMON INDONESIA Tbk, PT - REGISTRAR",274.843.376,"3,05",L,IB
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA Tbk,REKSA DANA EMCO MANTAP,266.787.000,"2,96",L,MF
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA Tbk,PT. PANCA GLOBAL KAPITAL TBK,264.900.000,"2,94",L,CP
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA Tbk,REKSA DANA EMCO GROWTH FUND,245.515.900,"2,73",L,MF
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA Tbk,PT Yuanta Sekuritas Indonesia,243.314.500,"2,70",L,SC
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA Tbk,ZICO TRUST (S) LTD AS TRUSTEE OF PROMETHEA STRATEGIC FUND,220.414.500,"2,45",,
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA Tbk,REKSA DANA SYARIAH EMCO SAHAM SYARIAH BAROKAH,213.074.400,"2,37",L,MF
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA Tbk,"CAPITAL LIFE SYARIAH, PT",180.000.000,"2,00",L,IS
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA Tbk,HENDRA HASAN KUSTARJO,156.250.000,"1,73",L,ID
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA Tbk,YOHANES HALIM,138.274.500,"1,54",L,ID
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA Tbk,ARIEF EFFENDI,134.997.800,"1,50",A,ID
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA Tbk,REKSA DANA SAHAM EMCO PESONA,120.525.400,"1,34",L,MF
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA Tbk,PT. Sejahtera Mahkota Persada,98.800.000,"1,10",L,CP
27-Feb-2026,ARMY,ARMIDIAN KARYATAMA Tbk,PT. VICTORIA MANAJEMEN INVESTASI,93.115.626,"1,03",L,SC
27-Feb-2026,ARNA,ARWANA CITRAMULIA Tbk,TANDEAN RUSTANDY,2.739.979.400,"37,32",L,ID
27-Feb-2026,ARNA,ARWANA CITRAMULIA Tbk,PT SUPRAKREASI ERADINAMIKA,1.090.048.000,"14,85",L,CP
27-Feb-2026,ARNA,ARWANA CITRAMULIA Tbk,FIDELITY FUNDS,543.645.300,"7,41",A,MF
27-Feb-2026,ARNA,ARWANA CITRAMULIA Tbk,SUSAN SUJANTO,360.000.000,"4,90",L,ID
27-Feb-2026,ARNA,ARWANA CITRAMULIA Tbk,"PT ARWANA CITRAMULIA, Tbk",314.948.400,"4,29",L,CP
27-Feb-2026,ARNA,ARWANA CITRAMULIA Tbk,PANGOLIN INV MANAG PTE LTD-PANGOLIN ASIA FUND,213.282.900,"2,91",A,IB
27-Feb-2026,ARNA,ARWANA CITRAMULIA Tbk,JPMCB NA RE - SWEDBANK ROBUR SMALL CAP EMERGING MARKETS,205.000.000,"2,79",A,MF
27-Feb-2026,ARNA,ARWANA CITRAMULIA Tbk,DBS BANK LTD S/A PEMBERTON ASIAN OPPORTUNITIES FUND,199.941.200,"2,72",A,IB
27-Feb-2026,ARNA,ARWANA CITRAMULIA Tbk,JPMCB NA AIF CLT RE-FIDELITY ASIAN VALUES PLC,190.497.700,"2,59",A,CP
27-Feb-2026,ARNA,ARWANA CITRAMULIA Tbk,PT. AIA FINANCIAL,153.876.100,"2,10",L,IS
27-Feb-2026,ARNA,ARWANA CITRAMULIA Tbk,EMPLOYEES PROVIDENT FUND BOARD,142.876.300,"1,95",A,PF
27-Feb-2026,ARNA,ARWANA CITRAMULIA Tbk,GOVERNMENT OF NORWAY,109.174.800,"1,49",A,OT
27-Feb-2026,ARNA,ARWANA CITRAMULIA Tbk,"UBS AG, LONDON",100.270.428,"1,37",A,IB
27-Feb-2026,ARTA,ARTHAVEST Tbk,"LUCAS, SH. CN",366.858.600,"82,13",L,ID
